year,tier,company_name,job_title,internship_stipend_raw,base_salary_raw,total_ctc_raw,cgpa_cutoff_raw,fte_only,remarks,internship_stipend,base_salary,total_ctc,cgpa_cutoff,has_internship,has_base,has_ctc,has_cgpa_cutoff,ctc_to_base_ratio,timestamp
2025,Tier 1,Lam Research,Software Engineer - 1,,,10.9,6.5,,,,,10.9,6.5,False,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,IDFC First Bank,Application Engineer,40000.0,,14,6,,,0.4,,14.0,6.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Arista Networks,Software Engineer,65000.0,,15.9,7.5,,,0.65,,15.9,7.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,CBX1,Software Engineer,50000.0,,17,9,,,0.5,,17.0,9.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,IBM,Software Developer (Systems),30000.0,,17,7,,,0.3,,17.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Societe Generale,Software Engineer,32500.0,,10,7,,,0.325,,10.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,JPMorgan Chase & Co.,Software Engineer,75000.0,,13.5,8.5,,,0.75,,13.5,8.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Cloudera,Software Engineer - 1,45000.0,,17,9,,,0.45,,17.0,9.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Schneider Electric,Graduate Engineer Trainee,35000.0,,9,7,,,0.35,,9.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Singularity Dynamics,Software Development Engineer,30000.0,,13,8.5,,,0.3,,13.0,8.5,True,False,True,True,,2025-11-20 12:24:21.034360
