year,tier,company_name,job_title,internship_stipend_raw,base_salary_raw,total_ctc_raw,cgpa_cutoff_raw,fte_only,remarks,internship_stipend,base_salary,total_ctc,cgpa_cutoff,has_internship,has_base,has_ctc,has_cgpa_cutoff,ctc_to_base_ratio,timestamp
2025,Tier 1,Walmart,Software Development Engineer - 2,100000.0,,16.88,9,,,1.0,,16.88,9.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Typeface,Software Engineer,50000.0,,16,8.5,,,0.5,,16.0,8.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Egnyte,Software Engineer,50000.0,,13,7.5,,,0.5,,13.0,7.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Infibeam,Software Development Engineer,20000.0,,10,8.7,,,0.2,,10.0,8.7,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Netradyne,Software Development Engineer in Test,35000.0,,10,7.5,,,0.35,,10.0,7.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,D. E. Shaw,Software Development Engineer in Test,150000.0,,18,7,,,1.5,,18.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Meesho,Software Development Engineer,45000.0,,20,7,,,0.45,,20.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Commvault,Software Development Engineer,50000.0,,16,8.5,,,0.5,,16.0,8.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,SAP Labs,Dev,35000.0,,10,7,,,0.35,,10.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Sixt,Software Development Engineer - 1,40000.0,,13,8.65,,,0.4,,13.0,8.65,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Signify Innovation Lab,Assistant Development Engineer,32000.0,,11,9,,,0.32,,11.0,9.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Cynlr,Software Developer,30000.0,,14,7.75,,,0.3,,14.0,7.75,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,InMobi,Software Development Engineer - 1,45000.0,,22,7,,,0.45,,22.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Baxter Healthcare,Software Engineer - 1 (Digital),30000.0,,9.9,8,,,0.3,,9.9,8.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,GE Healthcare,Edison Engineering Developer,40000.0,,13,7,,,0.4,,13.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,HPE,Software Engineer (R&D),40000.0,,12,7,,,0.4,,12.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Amadeus,Software Development Engineer - 1,30000.0,,10,7.5,,,0.3,,10.0,7.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,IG Group,,,,12,8.5,,,,,12.0,8.5,False,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Epsilon,Software Engineer,30000.0,,10,7,,,0.3,,10.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Urban Company,Software Development Engineer - 1,50000.0,,16,8,,,0.5,,16.0,8.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Superjoin,Engineering Explorer,30000.0,,13,7,,,0.3,,13.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Oracle,Associate Application Developer,,,14.5,7,,,,,14.5,7.0,False,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,DISH Networks,Engineer,25000.0,,12,8.5,,,0.25,,12.0,8.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Samsung Semiconductors,Software Engineer (Embedded),50000.0,,19,7,,,0.5,,19.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,NXP Semiconductors,Software Engineer,42500.0,,15.5,7.5,,,0.425,,15.5,7.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Komprise,Software Engineer,50000.0,,17.41,8,,,0.5,,17.41,8.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Renesas,Analog Engineer,45000.0,,15,8,,,0.45,,15.0,8.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Aveva,Software Developer Graduate,,,,8.6,,,,,,8.6,False,False,False,True,,2025-11-20 12:24:21.034360
2025,Tier 1,iNube,Software Analyst,30000.0,,,8.5,,,0.3,,,8.5,True,False,False,True,,2025-11-20 12:24:21.034360
2025,Tier 1,McKinsey,Software Development Engineer,75000.0,,10.91,7,,,0.75,,10.91,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,BT Group,Software Engineering Professional,60000.0,,13,8,,,0.6,,13.0,8.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,eLitmus,Software Developer,29000.0,,8,8.5,,,0.29,,8.0,8.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Aurva,Software Engineer,40000.0,,,7,,,0.4,,,7.0,True,False,False,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Thorogood,Data and AI Consultant,,,,8.3,,,,,,8.3,False,False,False,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Applied Materials,IT Solutions Management,37500.0,,9.46,8.2,,,0.375,,9.46,8.2,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Dezerv,Software Engineer,75000.0,,15,8.5,,,0.75,,15.0,8.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Prime Numbers,Software Engineer - 1,30000.0,,12,7,,,0.3,,12.0,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Coinbase,Software Development Engineer - 1,140000.0,,16.05,7,,,1.4,,16.05,7.0,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Amazon,AWS Cloud Support Associate,50000.0,,10.46,6.5,,,0.5,,10.46,6.5,True,False,True,True,,2025-11-20 12:24:21.034360
2025,Tier 1,Visa,Software Engineer,90000.0,,16.57,8,,,0.9,,16.57,8.0,True,False,True,True,,2025-11-20 12:24:21.034360
