batch_year,college,source_file,company_name,job_role,placement_tier,internship_stipend,base_salary,total_ctc,num_offers_fte,num_offers_intern,num_offers_both,test_date,interview_date,ppt_date,additional_info,stocks_esops,joining_bonus,cgpa_cutoff,visit_date,oa_date,placement_type,num_offers_total,allows_ece,allows_mca,allows_mtech,has_internship,has_stocks,has_joining_bonus,is_internship_record,fte_ctc,internship_stipend_monthly,salary_category,role_type,academic_year
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Applied Materials,IT Solutions Management,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Ey,Associate Consultant,Tier-2,,,,,,,,,,Shortlisted (8.1-8.3)+,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Truminds,SDE-1,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Arup India Pvt Ltd,SOFTWARE DEVELOPER,Tier-2,,,,,,,,,,Shortlisted 8+,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Pwc India,ASSOCIATE TECHNOLOGY CONSULTANT,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Eli Lilly Services Pvt Ltd,ANALYST,Tier-2,,,,,,,,,,Shortlisted above 8 GPA and 90% in 10th and 12th,,,,,,,,,,,False,False,False,False,,,,Business Analyst,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Broadridge,MEMBER TECHNICAL,Tier-2,,,,,,,,,,"Male - 9 GPA,Female - 8.5 GPA",,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Goldman Sachs,ANALYST,Tier-2,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,Business Analyst,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Subex,SOFTWARE ENGINEER,Tier-2,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Kpmg,Analyst GRCS - Digital Trust,Tier-2,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,Business Analyst,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Collins Aerospace,Graduate Engineer Trainee,Tier-2,,,,,,,,,,Resume Based Shortlisting +  Only Female + GPA,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Pratt & Whitney,Graduate Engineer Trainee,Tier-2,,,,,,,,,,Resume Based Shortlisting +  Only Female + GPA,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Hiver,Software Development Engineer 1,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Tejas Networks,Engineer R&D(Java),Tier-2,,,,,,,,,,Shortlisted 8+,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Perfios,Software Development Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Hpe,Global Operations Role,Tier-2,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Idfy,Labs-Bangalore,Tier-2,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Astrazenca,Junior Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Zebra Tech Corp,Intern,Tier-2,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,Intern/Trainee,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Crk Gida Tech,Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Nextuple,Associate Software Engineer,Tier-2,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Mercedes Benz R&D,Graduate Engineer Trainee,Tier-2,,,,,,,,,,Only for Females,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Havells,Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Berkadia,Associate Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Conde Nast,Technical Project Management,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Cyware Labs,Software Engineer Intern,Tier-2,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Aurigo,SDET,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Test,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Celstream,Developer/Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Shadowfax,SDE-1,Tier-2,,,,,,,,,,Shortlisted 8+ CGPA,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Innover,Associate Developer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Jll Tech,Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Consilio Llc,Associate Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Oracle,Associate Consultant / Cloud Analyst,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Business Analyst,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Ph Data,Associate Data Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Data,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Aptiv,Associate Embedded Software Engineer,Tier-2,,,,,,,,,,Women Only Drive,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Deltax,Associate Product Engineer,Tier-2,,,,,,,,,,4 Months Training Bootcamp Included,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Newstreet Tech,Engineering Intern,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Conga,Associate Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Creditnirvana,Product Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Atkins Realis,Graduate Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Dell,Technical Content Developer 1,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Onmobile,nan,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Accolite,Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Hello24 Digicom,Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Bizom,Associate Product Manager,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Health Asyst,Trainee Developer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Birla Pivot,Software Engineer,Tier-2,,,,,,,,,,Top 20% Students+80% in Boards,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Infosys,Specialist Programmer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Parablu,Junior Software Developer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Testsigma,nan,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Falabella,Intern,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Intern/Trainee,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Palle Tech,Software Developer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Gkn Aerospace,Graduate Trainee,Tier-2,,,,,,,,,,Female Only Drive,,,,,,,,,,,False,False,False,False,,,,Intern/Trainee,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Turing,Delivery Data Analyst,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Data Analyst,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Tcs,Ninja,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Svasthiya Tech,SWE/SALES,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Transition Vc,RESEARCH ANALYST,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Business Analyst,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Ushur Tech,nan,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Course5,JUNIOR AI SCIENTIST,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Epam,ENGINEER,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Hfcl,Graduate Engineer Trainee,Tier-2,,,,,,,,,,"12 LPA in Second Year,15 LPA in Third Year",,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Adecco,Junior Automation Analyst/Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Flipkart,Application Engineer,Tier-2,,,,,,,,,,Female Only Drive,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Ribbon Communication,Intern,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Intern/Trainee,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Thoughtworks,Graduate Application Developer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Openmynz Sotlabs,Software Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Cube,B2B Account Manager,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Think41,Full Stack Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Exiger,Verification Engineer,Tier-2,,,,,,,,,,2 Years Bond,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Gnani.Ai,AIML ENGINEER/NLP ENGINEER/FROTNEND DEV/BACKEND DEV,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Jebpo,Trainee Business Analyst,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Business Analyst,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Blackbuck,Associate SDE,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Mavenir,Graduate Engineer Trainee,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Kaynes Tech,nan,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 2.csv,Volvo,Associate Engineer,Tier-2,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Accenture,Associate Software Engineer,Tier-3,,,,,,,,,,Another drive was conducted for PWD students also,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Dxc,Associate Professional,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Secpod,Product Content Marketer,Tier-3,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Ibm-Cic,Associate System Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Gyansys,Associate Consultant/Software Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Cubic Logics,Software/Support Specialist,Tier-3,,,,,,,,,,Performance Based FTE,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Microland,Engineering Trainee,Tier-3,,,,,,,,,,2 Year Bond,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Publicis Sapient,Trainee Technology,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Intern/Trainee,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Ls Davar,Patent Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Rendered Ideas,Game Developer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Hcl,Graduate Engineer Trainee,Tier-3,,,,,,,,,,1 Year Bond,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Obhan & Associates,Technical Consultant,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Dexian,Tech Roles,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Miller Knoll,TRAINEE ENGINEER,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Hso,nan,Tier-3,,,,,,,,,,Second Year - 7.2 CTC,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Mphasis,Software Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Sagility,ASE/Analytics/Automation,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Logixal,Trainee Software Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Iqgateway,Associate Software Developer,Tier-3,,,,,,,,,,"2.4 LPA in first 3 Months,6 LPA afterwards+2 years Bond",,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Great Learning,Senior Executive Digital Marketing,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Hardware/Embedded,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Bigbasket,Associate Consultant,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Federal Bank,Associate in Non-Officer (Clerical) Cadre for Branch Banking Role,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Tech Mahindra,Graduate Trainee,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Intern/Trainee,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Ascendion,Associate Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Gnani.Ai,AI Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Sophistex,Junior Software Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Cgi,Associate Software Enigneer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Right Prompt Tech,nan,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Eximietas,Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Adapt Ready,nan,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Siemens Gamesa,BI Developer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Coforge,nan,Tier-3,,,,,,,,,,2 Years Bond for 1.5 Lakhs,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Pedalstart,Full Stack Developers/Graphic Designers/Social Media Manager,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Terralogic Sw Soln,nan,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Tech Mahindra,nan,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Skydo Tech,Customer Success Associate,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Rupeek,ARM,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Deltax,Customer Success/Support,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Humanetics,Software Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Eviden(Atos),Board Design Engineer/Test Engineer/Junior Associate,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Test,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Shopdeck,GROWTH CONSULTANT,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Vodafone,Graduate Engineer Trainee,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Beml,Junior Executive,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Nrt,Embedded Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Winman,Product Software Programmer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Liquide,Business Development Associate,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Business Analyst,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Isteer Technologies,Gen AI,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Vnb,Dev,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Rapyuta Robotics,Infra Ops/SWE/Cyber Sec/Devops,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Xurmo,Software Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Next Wealth,Quality,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Cognizant,nan,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Cogent Infotech,US Staffing Recruiter,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Invictus,Junior Researcher,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Capgemini,Software Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Probe,Tech Lead,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Xpheno,Tech Support,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Ashtaksha Labs,Junior AI/ML Engineer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Ltmindtree,Graduate Engineer Trainee,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-ML/AI,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Hirepro,Python Developer,Tier-3,,,,,,,,,,nan,,,,,,,,,,,False,False,False,False,,,,SDE-Core,2020-2024
2024,PES,PESU CSE Placements 2024 - Tier 3.csv,Temenos,Dev/Testing,Tier-3,,,,,,,,,,2 years Bond,,,,,,,,,,,False,False,False,False,,,,Other,2020-2024
