batch_year,college,company_name,job_role,tier,internship_stipend_monthly,base_salary,total_ctc,num_fte,num_intern,num_fte_intern,cgpa_cutoff,is_internship,has_ctc_data,has_base_data,has_cgpa_data
2023,PES,Deloitte India,Senior Analyst,Tier-2,,6.1,7.01,,6.0,,,False,True,True,False
2023,PES,Amadeus Labs,,Tier-2,30.0,10.0,11.77,,5.0,8.0,,False,True,True,False
2023,PES,Csg India,SDE Grad,Tier-2,25.0,,7.5,,,,,False,True,False,False
2023,PES,Nextuple,Associate Software Engineer,Tier-2,20.0,,8.0,,,,,False,True,False,False
2023,PES,Associate Qa Engineer,20k,Tier-2,,7.0,7.0,,,,,False,True,True,False
2023,PES,Genpact,Business Analyst,Tier-2,25.0,,10.0,,,,,False,True,False,False
2023,PES,Software Engineer,25k,Tier-2,,10.0,10.0,18.0,,,,False,True,True,False
2023,PES,At&T,Technical Intern,Tier-2,45.0,,11.5,,,13.0,,False,True,False,False
2023,PES,Brane Enterprises,Associated Solution Leader Trainee,Tier-2,30.0,10.0,10.0,,,,,False,True,True,False
2023,PES,Microchip Technology,,Tier-2,,,8.0,,,,,False,True,False,False
2023,PES,Wissen Technology,Associate Analyst,Tier-2,25.0,,8.0,,2.0,,,False,True,False,False
2023,PES,Hdfc Bank,Functional / Technical Analyst,Tier-2,,4.71,7.46,,,,,False,True,True,False
2023,PES,Broadridge Financial Solutions,Member Technical,Tier-2,30.0,10.0,10.0,,,,,False,True,True,False
2023,PES,Cognizant,GenC Elevate,Tier-2,,,6.0,11.0,,,,False,True,False,False
2023,PES,EY India,Analytics Consultant,Tier-2,,7.5,8.59,12.0,,,,False,True,True,False
2023,PES,Cyber Consultant,,Tier-2,,,10.0,,,,,False,True,False,False
2023,PES,Tech Risk Consultant,,Tier-2,,,9.0,,,,,False,True,False,False
2023,PES,Collins Aerospace,,Tier-2,,,6.25,,,,,False,True,False,False
2023,PES,Nokia,Graduate Engineer Trainee,Tier-2,25.0,,8.2,,5.0,,,False,True,False,False
2023,PES,Abb,Software Engineer,Tier-2,,8.5,10.5,,,,,False,True,True,False
2023,PES,Perfios,Software Development Engineer,Tier-2,15.5,9.0,10.0,,17.0,,,False,True,True,False
2023,PES,Mercedes Benz R&D,Graduate Intern Trainee,Tier-2,,,10.0,,16.0,,,False,True,False,False
2023,PES,Piramal Group,Data Scientist ( Support ),Tier-2,,5.0,6.05,,,,,False,True,True,False
2023,PES,Elsevier India Technology,SWE I,Tier-2,,,7.71,,,,,False,True,False,False
2023,PES,314E Corporation,Software Engineer,Tier-2,,,8.1,,,,,False,True,False,False
2023,PES,Hfcl,Graduate Engineer Trainee,Tier-2,25.0,9.0,10.0,,,,,False,True,True,False
2023,PES,Skylar Drones,,Tier-2,25.0,,,,,,,False,False,False,False
2023,PES,Exl Service,Analyst,Tier-2,,,6.5,17.0,,,,False,True,False,False
2023,PES,Havells,,Tier-2,25.0,,8.0,,,,,False,True,False,False
2023,PES,Standard Chartered,Development Engineer,Tier-2,,7.5,8.25,2.0,,,,False,True,True,False
2023,PES,Jsw,Graduate Engineer Trainee,Tier-2,,,8.5,,,,,False,True,False,False
2023,PES,Harman International,Associate Engineer,Tier-2,,,7.75,16.0,,,,False,True,False,False
2023,PES,Hexaware Technologies,,Tier-2,25.0,,6.0,,,,,False,True,False,False
2023,PES,Conga,,Tier-2,12.0,,7.2,,8.0,,,False,True,False,False
2023,PES,Phdata,Associate Data Engineer,Tier-2,,,7.0,5.0,,,,False,True,False,False
2023,PES,Fractal Analytics,Imagineer,Tier-2,,,7.0,,,,,False,True,False,False
2023,PES,Dell,Associate Sales Engineer Analyst,Tier-2,35.0,,8.47,,,,,False,True,False,False
2023,PES,Tvs Motor Company,Data Engineer/Data Scientist,Tier-2,,,8.0,,,,,False,True,False,False
2023,PES,Alcon Laboratories,Associate Analyst,Tier-2,20.0,6.11,7.28,,,,,False,True,True,False
2023,PES,Lseg,,Tier-2,,,10.0,,,,,False,True,False,False
2023,PES,Wns,Analyst,Tier-2,,,10.0,3.0,,,,False,True,False,False
2023,PES,Sonata,Trainee Digital Technology Specialist,Tier-2,,,6.0,0.0,0.0,0.0,,False,True,False,False
2023,PES,Zopsmart,SDE-I,Tier-2,30.0,,10.0,,8.0,,,False,True,False,False
2023,PES,Applied Materials,Engineer,Tier-2,,,9.67,,,,,False,True,False,False
2023,PES,Digicert,Software Engineer Intern,Internship-Spring,40.0,,,,,,,True,False,False,False
2023,PES,Glance,Business/SDE/Product Intern,Internship-Spring,45.0,,,4.0,,,,True,False,False,False
2023,PES,Texas Instruments,Embedded Software/Analog Intern,Internship-Spring,60.0,16.75,34.64,,,,,True,True,True,False
2023,PES,Arm Embedded Technology,Intern,Internship-Spring,35.0,,15.4,,,,,True,True,False,False
2023,PES,Infoblox,Software Engineering Intern,Internship-Spring,30.0,,,7.0,2022.0,2022.0,,True,False,False,False
2023,PES,Hrlytics,Developer Intern,Internship-Spring,15.0,,,,,,,True,False,False,False
2023,PES,Rakuten,Technical Intern,Internship-Spring,30.0,,,,,2022.0,,True,False,False,False
2023,PES,Goldman Sachs,Intern,Internship-Spring,35.0,,,7.0,,2022.0,,True,False,False,False
2023,PES,Mahindra,Data Analytics Intern,Internship-Spring,30.0,,,,2022.0,2022.0,,True,False,False,False
2023,PES,Kimberly Clark,Graduate Intern,Internship-Spring,25.0,,,7.0,,,,True,False,False,False
2023,PES,Wabtec,Intern,Internship-Spring,30.0,,,4.0,2022.0,2022.0,,True,False,False,False
2023,PES,Sensehq,Software Engineer Intern,Internship-Spring,24.0,,,3.0,,,,True,False,False,False
2023,PES,Intel,Intern,Internship-Spring,40.0,,,5.0,,,,True,False,False,False
2023,PES,Zebra Technologies,Intern,Internship-Spring,30.0,,,21.0,2022.0,2022.0,,True,False,False,False
2023,PES,Drongo AI,Intern,Internship-Spring,15.0,,,3.0,,,,True,False,False,False
2023,PES,Centre For Smart Governance,Intern,Internship-Spring,20.0,,,6.0,,,,True,False,False,False
2023,PES,British Telecom,Intern,Internship-Spring,60.0,,17.0,4.0,,,,True,True,False,False
2023,PES,Apple India (?),,Dream,1.0,,,,,9.0,,False,False,False,False
2023,PES,Atlassian,,Dream,,20.8,83.0,1.0,,,,False,True,True,False
2023,PES,Tcs,Ninja,Tier-3,,,4.0,,,,,False,True,False,False
2023,PES,Capgemini,Software Analyst,Tier-3,,,4.52,,,,,False,True,False,False
2023,PES,Mindtree,Graduate Engineer Trainee,Tier-3,,,4.0,59.0,,,,False,True,False,False
2023,PES,Kpit,Graduate Engineer Trainee,Tier-3,,,6.0,,,,,False,True,False,False
2023,PES,Trigyn Fintech,Cyber Security Engineer,Tier-3,,,4.32,,,,,False,True,False,False
2023,PES,Cognizant,GenC,Tier-3,,,4.0,21.0,,,,False,True,False,False
2023,PES,Allstate Solutions,Associate Consultant,Tier-3,,,5.5,,,,,False,True,False,False
2023,PES,The Math Company,,Tier-3,,,5.5,,,,,False,True,False,False
2023,PES,Brane Enterprises,Associate Process Leader - Trainee,Tier-3,20.0,5.0,5.0,,,,,False,True,True,False
2023,PES,Morgan Stanley (Ppo),Technology Analyst,Tier-1,,13.0,29.48,8.0,,,,False,True,True,False
2023,PES,Natwest Group (Ppo),Software Development Engineer,Tier-1,,13.0,15.0,2.0,,,,False,True,True,False
2023,PES,Akamai (Ppo),Software Engineer,Tier-1,35.0,14.0,18.0,,15.0,,,False,True,True,False
2023,PES,Akamai (2Nd Time),,Tier-1,,,,,5.0,,,False,False,False,False
2023,PES,Adobe (Ppo),Member of Technical Staff,Tier-1,1.0,13.5,41.2,,1.0,,,False,True,True,False
2023,PES,Groww (Ppo),Software Development Engineer 1,Tier-1,60.0,15.0,20.0,1.0,4.0,,,False,True,True,False
2023,PES,Bosch (Ppo),Niche,Tier-1,35.0,,16.0,,10.0,,,False,True,False,False
2023,PES,Gigsky (Ppo),,Tier-1,45.0,15.0,31.5,,4.0,,,False,True,True,False
2023,PES,Sorocco (Ppo),,Tier-1,50.0,12.0,15.0,,6.0,,,False,True,True,False
2023,PES,Epsilon (Ppo),SDE,Tier-1,30.0,10.0,13.0,,2.0,,,False,True,True,False
2023,PES,Goldman Sachs (Ppo),,Tier-1,,,,,,,,False,False,False,False
2023,PES,Jp Morgan Chase (Code For Good),Software Engineer,Tier-1,70.0,13.0,17.75,,20.0,,,False,True,True,False
2023,PES,Palo Alto,Development Engineer,Tier-1,1.0,17.0,54.75,,7.0,,,False,True,True,False
2023,PES,Qa Engineer,,Tier-1,,,,,,,,False,False,False,False
2023,PES,Devops Engineer,,Tier-1,,,,,,,,False,False,False,False
2023,PES,Intuit,Software Engineer,Tier-1,80.0,17.5,39.25,,1.0,2.0,,False,True,True,False
2023,PES,Morgan Stanley,Technology Analyst,Tier-1,87.0,13.0,29.48,,4.0,,,False,True,True,False
2023,PES,Gameskraft,Game Development,Tier-1,75.0,18.0,37.0,,5.0,,,False,True,True,False
2023,PES,Trilogy Innovations,Software Development Engineer 1,Tier-1,1.5,30.0,36.5,0.0,0.0,0.0,,False,True,True,False
2023,PES,Couchbase,Software Development Engineer,Tier-1,1.25,20.0,27.05,,4.0,,,False,True,True,False
2023,PES,Software Qa Engineer,93.75k,Tier-1,17.5,23.61,23.61,5.0,,2022.0,,False,True,True,False
2023,PES,Technical Support Engineer,93.75k,Tier-1,17.5,23.61,23.61,5.0,,2022.0,,False,True,True,False
2023,PES,Walmart,Software Development Engineer,Tier-1,1.0,14.67,25.67,,2.0,,,False,True,True,False
2023,PES,Program Manager,1L,Tier-1,,,,,1.0,,,False,False,False,False
2023,PES,Urban Company,Software Development Engineer,Tier-1,50.0,16.0,32.0,,3.0,,,False,True,True,False
2023,PES,Curefit,Engineer,Tier-1,50.0,18.0,27.5,0.0,0.0,0.0,,False,True,True,False
2023,PES,Cisco,Software Engineer  - Engineering,Tier-1,98.0,14.5,24.73,,5.0,,,False,True,True,False
2023,PES,Software Engineer - Cx,,Tier-1,,,,3.0,,,,False,False,False,False
2023,PES,Pure Storage,,Tier-1,1.0,16.0,27.16,6.0,,,,False,True,True,False
2023,PES,Arista Network,Software Engineer,Tier-1,65.0,15.0,28.1,,3.0,,,False,True,True,False
2023,PES,Unbxd,Software Engineer 1,Tier-1,40.0,14.0,28.0,,4.0,,,False,True,True,False
2023,PES,Software Engineer 2,25k,Tier-1,9.1,18.5,18.5,10.0,,,,False,True,True,False
2023,PES,Business Analyst,25k,Tier-1,7.2,13.0,13.0,3.0,,,,False,True,True,False
2023,PES,Customer Success Manager,,Tier-1,7.2,13.0,13.0,2.0,,,,False,True,True,False
2023,PES,Advanced Micro Devices,,Tier-1,,12.15,19.11,11.0,,1.0,,False,True,True,False
2023,PES,SAP Labs,Associate,Tier-1,35.0,10.0,24.5,,15.0,,,False,True,True,False
2023,PES,Makemytrip,Software Engineer,Tier-1,35.0,13.0,25.0,,3.0,,,False,True,True,False
2023,PES,HPE,R&D division,Tier-1,40.0,12.0,17.5,,5.0,11.0,,False,True,True,False
2023,PES,Aruba Division,,Tier-1,,,,16.0,,,,False,False,False,False
2023,PES,Komprise,Software Dev Engineer,Tier-1,,17.42,22.0,,1.0,,,False,True,True,False
2023,PES,Software Test Engineer,,Tier-1,15.54,20.0,20.0,3.0,,,,False,True,True,False
2023,PES,Dealshare,Software Dev Engineer Tester,Tier-1,,10.8,18.5,,,,,False,True,True,False
2023,PES,Simply Vyapar Apps,Software Engineer – 1,Tier-1,40.0,12.0,23.0,,5.0,,,False,True,True,False
2023,PES,Sandvine,Networking SW Engineer,Tier-1,60.0,12.0,15.84,,4.0,,,False,True,True,False
2023,PES,Networking Test Engineer,,Tier-1,,,,1.0,,,,False,False,False,False
2023,PES,Games24×7,SDE Fresher,Tier-1,50.0,18.0,22.16,,12.0,,,False,True,True,False
2023,PES,Bny Mellon,Software Developer,Tier-1,75.0,18.15,21.64,,7.0,3.0,,False,True,True,False
2023,PES,Cloudera,,Tier-1,45.0,17.0,19.0,,3.0,,,False,True,True,False
2023,PES,Egnyte,,Tier-1,50.0,,14.0,,4.0,,,False,True,False,False
2023,PES,Idfc Bank,Application Engineer,Tier-1,25.0,13.0,16.45,,16.0,,,False,True,True,False
2023,PES,Zynga,Software Engineer 1,Tier-1,80.0,22.0,28.0,,2.0,,,False,True,True,False
2023,PES,Appdynamics,Software Tester,Tier-1,,15.87,23.0,5.0,,,,False,True,True,False
2023,PES,Commvault,SDE,Tier-1,82.5,14.75,31.7,0.0,0.0,0.0,,False,True,True,False
2023,PES,Mathworks,,Tier-1,55.0,16.6,21.07,,2.0,,,False,True,True,False
2023,PES,Bain Capability Network,Analyst,Tier-1,45.0,9.9,14.0,,5.0,,,False,True,True,False
2023,PES,Sprinklr,Devops Engineer,Tier-1,40.0,,12.0,,7.0,,,False,True,False,False
2023,PES,Visa,Software Engineer,Tier-1,80.0,16.57,28.55,,5.0,,,False,True,True,False
2023,PES,Gsk,Data Engineer,Tier-1,,12.0,15.0,,8.0,,,False,True,True,False
2023,PES,Data Analytics,-,Tier-1,12.0,15.0,15.0,,,,,False,True,True,False
2023,PES,Atlassian,Software Engineer,Tier-1,,20.8,38.04,1.0,,,,False,True,True,False
2023,PES,Enphase,Associate Engineer,Tier-1,,12.05,24.12,,5.0,,,False,True,True,False
2023,PES,Infibeam Avenues Limited,Software Development Engineer,Tier-1,,10.0,12.0,,2.0,,,False,True,True,False
2023,PES,Epsilon,Software Engineer,Tier-1,,10.0,13.0,,15.0,,,False,True,True,False
2023,PES,Samsung Semiconductor India,Hardware,Tier-1,,16.0,21.0,,3.0,3.0,,False,True,True,False
2023,PES,Software,,Tier-1,,,,4.0,,,,False,False,False,False
2023,PES,Microchip Technology,CAD Engineer,Tier-1,,8.65,14.11,,,,,False,True,True,False
2023,PES,Amagi Media Labs,Software Engineer,Tier-1,30.0,14.0,33.0,0.0,0.0,0.0,,False,True,True,False
2023,PES,Zscaler,C Developer,Tier-1,50.0,14.0,16.0,,2.0,,,False,True,True,False
2023,PES,Devtest,50k,Tier-1,12.0,14.0,14.0,1.0,,,,False,True,True,False
2023,PES,Devops,50k,Tier-1,12.0,14.0,14.0,2.0,,,,False,True,True,False
2023,PES,Zscaler (2Nd Time),,Tier-1,,,,,,,,False,False,False,False
2023,PES,Zscaler (3Nd Time),,Tier-1,,,,,,,,False,False,False,False
2023,PES,Fractal Analytics,Imagineer,Tier-1,,,,,,,,False,False,False,False
2023,PES,Sixt R&D,Software Development Engineer - 1,Tier-1,40.0,12.0,15.0,,4.0,,,False,True,True,False
2023,PES,Lam Research,Electrical Engineer - 1,Tier-1,,10.9,16.43,,1.0,,,False,True,True,False
2023,PES,Mechanical Engineer - 1,,Tier-1,9.2,12.27,12.27,1.0,,,,False,True,True,False
2023,PES,Software Engineer - 1,,Tier-1,,16.02,16.02,1.0,,,,False,True,True,False
2023,PES,Software Engineer - 2,,Tier-1,,20.1,20.1,0.0,,,,False,True,True,False
2023,PES,Oracle,Member Technical Staff,Tier-1,,13.94,20.97,7.0,,,,False,True,True,False
2023,PES,Info Edge,Software Engineer,Tier-1,,13.05,14.5,,,,,False,True,True,False
2023,PES,Ather Energy,Firmware Engineer,Tier-1,,12.0,15.0,,4.0,,,False,True,True,False
2023,PES,Juspay Technology,SDE,Tier-1,40.0,,27.0,,,,,False,True,False,False
2023,PES,Product Engineer,,Tier-1,,21.0,21.0,,,,,False,True,True,False
2023,PES,Amazon,,Tier-1,,16.5,25.0,,,,,False,True,True,False
2023,PES,Affinsys,Software Engineer Team 1,Tier-1,30.0,,14.0,,2.0,,,False,True,False,False
2023,PES,Swymn Technologies,Associate Software Engineer,Tier-1,35.0,,17.0,,,,,False,True,False,False
2023,PES,Customer Support Engineer,35k,Tier-1,,14.0,14.0,,,,,False,True,True,False
2023,PES,Cynlr,Design & Development,Tier-1,30.0,,15.0,,,,,False,True,False,False
2023,PES,Hiver,Software Development Engineer,Tier-1,21.5,10.0,14.0,,5.0,,,False,True,True,False
2023,PES,Newfold Digital,Database Administrator,Tier-1,50.0,12.0,15.0,,,,,False,True,True,False
2023,PES,Fidelity Investments,Full Stack Engineer,Tier-1,35.0,,12.0,,6.0,,,False,True,False,False
2023,PES,Paypal,Software Engineer,Tier-1,1.0,15.0,34.4,,,,,False,True,True,False
2023,PES,Mckinsey & Co.,Junior Engineer/Analyst,Tier-1,75.0,10.91,12.0,,4.0,,,False,True,True,False
2023,PES,Nvidia,Hardware Engineering Intern,Tier-1,75.0,,,,,,,False,False,False,False
2023,PES,Arcesium,Software Engineer Intern,Tier-1,1.0,,,,,5.0,,False,False,False,False
2023,PES,Zee Entertainment,Associate Software Development Engineer,Tier-1,35.0,6.3,14.0,,,,,False,True,True,False
2023,PES,Cybersecurity Analyst,35k,Tier-1,6.3,14.0,14.0,,,,,False,True,True,False
2023,PES,Western Digital,,Tier-1,,,19.0,,,,,False,True,False,False
2023,PES,Dish Network Technologies,Engineer,Tier-1,25.0,12.0,13.98,,6.0,,,False,True,True,False
2023,PES,Natwest Group,Software Engineer,Tier-1,,13.0,13.0,20.0,,,,False,True,True,False
2023,PES,Expedia Group,Mobile Engineering,Tier-1,35.0,12.1,40.0,,3.0,,,False,True,True,False
2023,PES,Cohesity,,Tier-1,,15.0,39.54,1.0,3.0,1.0,,False,True,True,False
2023,PES,Kickdrum,Software Developer,Tier-1,35.0,10.0,14.86,,,,,False,True,True,False
2023,PES,Lookout India Technologies,Software Engineer,Tier-1,,12.0,12.88,5.0,,,,False,True,True,False
2023,PES,Juniper Networks,Software Engineer 1,Tier-1,40.0,,14.0,,2.0,4.0,,False,True,False,False
2023,PES,Ge Healthcare,SDE/SDET,Tier-1,40.0,,15.11,,,,,False,True,False,False
2023,PES,Hevodata,,Tier-1,50.0,11.0,25.0,,,2.0,,False,True,True,False
2023,PES,Logmein (Goto),,Tier-1,45.0,12.5,20.65,,4.0,2.0,,False,True,True,False
2023,PES,Whatfix,,Tier-1,45.0,13.0,15.0,,,,,False,True,True,False
2023,PES,Target,Data Engineer,Tier-1,30.0,12.0,15.3,,,,,False,True,True,False
2023,PES,Bluebird,Software Engineer,Tier-1,30.0,,15.0,,,,,False,True,False,False
2023,PES,Trinet Zenefits,Software Engineer,Tier-1,45.0,,15.0,,,,,False,True,False,False
2023,PES,Supermind,,Tier-1,25.0,,22.0,,,,,False,True,False,False
2023,PES,Landmark,Frontend/ Backend/ Automation Engineer,Tier-1,,,15.0,1.0,,,,False,True,False,False
2023,PES,Cashfree,SDE(Frontend)/SDET,Tier-1,35.0,10.0,14.5,,,,,False,True,True,False
2023,PES,Tredence Analytics,Analyst,Tier-1,,7.44,12.0,4.0,,,,False,True,True,False
2024,PES,Apple,IS&T,Dream,90000.0,,,,8.0,7.0,9.5,False,False,False,True
2024,PES,De Shaw,SDET,Dream,150000.0,18.0,52.0,3.0,,8.0,8.3,False,True,True,True
2024,PES,Accenture,Associate Software Engineer,Tier-3,,4.5,4.5,12.0,6.5,,,False,True,True,False
2024,PES,Dxc,Associate Professional,Tier-3,,4.5,4.5,,6.5,,,False,True,True,False
2024,PES,Secpod,Product Content Marketer,Tier-3,25000.0,5.0,6.0,2.0,,,,False,True,True,False
2024,PES,IBM-Cic,Associate System Engineer,Tier-3,,4.5,4.5,4.0,6.0,,,False,True,True,False
2024,PES,Gyansys,Associate Consultant/Software Engineer,Tier-3,20000.0,,4.5,0.0,8.0,,,False,True,False,False
2024,PES,Cubic Logics,Software/Support Specialist,Tier-3,10000.0,,3.6,4.0,7.0,,,False,True,False,False
2024,PES,Microland,Engineering Trainee,Tier-3,,,4.0,9.0,6.0,2.0,,False,True,False,False
2024,PES,Publicis Sapient,Trainee Technology,Tier-3,,4.2,4.48,,,,,False,True,True,False
2024,PES,Ls Davar,Patent Engineer,Tier-3,,,3.6,,7.0,,,False,True,False,False
2024,PES,Rendered Ideas,Game Developer,Tier-3,,,4.2,,,,,False,True,False,False
2024,PES,Hcl,Graduate Engineer Trainee,Tier-3,,,4.25,,,1.0,,False,True,False,False
2024,PES,Obhan & Associates,Technical Consultant,Tier-3,,,5.5,,,,,False,True,False,False
2024,PES,Dexian,Tech Roles,Tier-3,20000.0,,6.0,,7.0,,,False,True,False,False
2024,PES,Tech Support,,Tier-3,,6.0,6.0,7.0,,,,False,True,True,False
2024,PES,Miller Knoll,TRAINEE ENGINEER,Tier-3,,,4.16,,7.0,,,False,True,False,False
2024,PES,Hso,,Tier-3,,,5.0,,7.0,7.2,,False,True,False,False
2024,PES,Mphasis,Software Engineer,Tier-3,,,6.0,,,,,False,True,False,False
2024,PES,Sagility,ASE/Analytics/Automation,Tier-3,,,5.5,,6.5,,,False,True,False,False
2024,PES,Logixal,Trainee Software Engineer,Tier-3,,,5.0,,6.5,,,False,True,False,False
2024,PES,Iqgateway,Associate Software Developer,Tier-3,,,6.0,,7.0,2.4,,False,True,False,False
2024,PES,Great Learning,Senior Executive Digital Marketing,Tier-3,,6.0,6.6,,,,,False,True,True,False
2024,PES,Bigbasket,Associate Consultant,Tier-3,,6.0,7.0,,6.0,,,False,True,True,False
2024,PES,Software Engineer-1,,Tier-3,,8.0,8.0,,,,,False,True,True,False
2024,PES,Federal Bank,Associate in Non-Officer (Clerical) Cadre for Branch Banking Role,Tier-3,,,6.1,,,,,False,True,False,False
2024,PES,Tech Mahindra,Graduate Trainee,Tier-3,,,3.25,7.0,,,,False,True,False,False
2024,PES,Ascendion,Associate Engineer,Tier-3,,,5.0,,6.5,,,False,True,False,False
2024,PES,Gnani.AI,AI Engineer,Tier-3,,,4.0,,8.0,,,False,True,False,False
2024,PES,Sophistex,Junior Software Engineer,Tier-3,,,4.5,,7.5,,,False,True,False,False
2024,PES,Cgi,Associate Software Enigneer,Tier-3,,,3.91,,6.0,,,False,True,False,False
2024,PES,Right Prompt Tech,,Tier-3,25000.0,,5.25,,8.0,,,False,True,False,False
2024,PES,Eximietas,Engineer,Tier-3,,,5.0,,,,,False,True,False,False
2024,PES,Adapt Ready,,Tier-3,,,4.0,,,,,False,True,False,False
2024,PES,Siemens Gamesa,BI Developer,Tier-3,,,6.0,,7.0,,,False,True,False,False
2024,PES,Coforge,,Tier-3,,,4.25,,,2.0,,False,True,False,False
2024,PES,Pedalstart,Full Stack Developers/Graphic Designers/Social Media Manager,Tier-3,20000.0,,7.0,,,,,False,True,False,False
2024,PES,Terralogic Sw Soln,,Tier-3,,,3.5,,,,,False,True,False,False
2024,PES,Tech Mahindra,,Tier-3,,,3.5,,,,,False,True,False,False
2024,PES,Skydo Tech,Customer Success Associate,Tier-3,,,6.0,,7.0,,,False,True,False,False
2024,PES,Rupeek,ARM,Tier-3,12700.0,,4.0,,,,,False,True,False,False
2024,PES,Deltax,Customer Success/Support,Tier-3,,,3.0,,,,,False,True,False,False
2024,PES,Humanetics,Software Engineer,Tier-3,,,1.0,,6.0,,,False,True,False,False
2024,PES,Eviden(Atos),Board Design Engineer/Test Engineer/Junior Associate,Tier-3,,,4.2,7.0,7.0,,,False,True,False,False
2024,PES,Shopdeck,GROWTH CONSULTANT,Tier-3,,,6.0,3.0,,,,False,True,False,False
2024,PES,Vodafone,Graduate Engineer Trainee,Tier-3,,4.75,5.0,,6.0,,,False,True,True,False
2024,PES,Beml,Junior Executive,Tier-3,,,3.6,,6.0,,,False,True,False,False
2024,PES,Nrt,Embedded Engineer,Tier-3,,,,,,,,False,False,False,False
2024,PES,Winman,Product Software Programmer,Tier-3,,,6.0,1.0,7.0,,,False,True,False,False
2024,PES,Liquide,Business Development Associate,Tier-3,,4.5,5.5,,6.0,,,False,True,True,False
2024,PES,Isteer Technologies,Gen AI,Tier-3,,3.0,4.0,,,,,False,True,True,False
2024,PES,Vnb,Dev,Tier-3,,,3.71,,7.0,,,False,True,False,False
2024,PES,Rapyuta Robotics,Infra Ops/SWE/Cyber Sec/Devops,Tier-3,,,,,,,,False,False,False,False
2024,PES,Xurmo,Software Engineer,Tier-3,,,3.0,,8.5,,,False,True,False,False
2024,PES,Next Wealth,Quality,Tier-3,,,8.0,,,,,False,True,False,False
2024,PES,Cognizant,,Tier-3,,,6.0,10.0,6.0,,,False,True,False,False
2024,PES,Cogent Infotech,US Staffing Recruiter,Tier-3,18000.0,,4.25,,,,,False,True,False,False
2024,PES,Invictus,Junior Researcher,Tier-3,20000.0,,8.0,,,,,False,True,False,False
2024,PES,Capgemini,Software Engineer,Tier-3,,,6.0,,,,,False,True,False,False
2024,PES,Probe,Tech Lead,Tier-3,,,,,,,,False,False,False,False
2024,PES,Xpheno,Tech Support,Tier-3,,,5.5,,,,,False,True,False,False
2024,PES,Ashtaksha Labs,Junior AI/ML Engineer,Tier-3,,,3.5,,8.0,,,False,True,False,False
2024,PES,Ltmindtree,Graduate Engineer Trainee,Tier-3,,,4.0,,6.0,,,False,True,False,False
2024,PES,Hirepro,Python Developer,Tier-3,,,5.1,,6.0,,,False,True,False,False
2024,PES,Temenos,Dev/Testing,Tier-3,,,6.1,,7.5,2.0,,False,True,False,False
2024,PES,Deloitte Usi,Analyst,Tier-2,,6.0,7.6,32.0,6.5,,,False,True,True,False
2024,PES,Deloitte India,ET&P F&P,Tier-2,,6.0,7.6,4.0,6.5,,,False,True,True,False
2024,PES,Csad,,Tier-2,,,9.0,6.5,,,,False,True,False,False
2024,PES,Dcm_Amc,,Tier-2,,,6.0,6.5,,,,False,True,False,False
2024,PES,Applied Materials,IT Solutions Management,Tier-2,,8.75,10.44,2.0,7.0,,,False,True,True,False
2024,PES,Ey,Associate Consultant,Tier-2,,7.5,8.59,19.0,6.5,8.3,,False,True,True,False
2024,PES,Truminds,SDE-1,Tier-2,20000.0,6.0,11.0,2.0,8.0,,,False,True,True,False
2024,PES,Arup India Pvt Ltd,SOFTWARE DEVELOPER,Tier-2,30000.0,7.8,8.6,4.0,7.0,8.0,,False,True,True,False
2024,PES,PwC India,ASSOCIATE TECHNOLOGY CONSULTANT,Tier-2,,7.0,9.0,57.0,6.0,,,False,True,True,False
2024,PES,Associate Risk Consultant,,Tier-2,7.0,9.0,28.0,6.0,,,,False,True,True,False
2024,PES,Eli Lilly Services Pvt Ltd,ANALYST,Tier-2,,,11.0,7.0,,8.0,,False,True,False,False
2024,PES,Broadridge,MEMBER TECHNICAL,Tier-2,30000.0,10.0,10.0,4.0,7.0,9.0,,False,True,True,False
2024,PES,Goldman Sachs,ANALYST,Tier-2,35000.0,8.75,10.5,9.0,6.0,,,False,True,True,False
2024,PES,Subex,SOFTWARE ENGINEER,Tier-2,25000.0,,6.0,4.0,7.5,,,False,True,False,False
2024,PES,KPMG,Analyst GRCS - Digital Trust,Tier-2,20000.0,5.0,7.0,4.0,6.0,,,False,True,True,False
2024,PES,Analyst Grcs - Tech,,Tier-2,6.0,7.0,3.0,6.0,,,,False,True,True,False
2024,PES,Analyst Grcs - Telecom,,Tier-2,6.0,7.0,2.0,6.0,,,,False,True,True,False
2024,PES,Analyst -Deal Advisory & Strategy,,Tier-2,5.0,7.0,7.0,6.0,,,,False,True,True,False
2024,PES,Digital Enablement-Microsoft,,Tier-2,5.0,7.0,7.0,6.0,,,,False,True,True,False
2024,PES,Tax Technology,,Tier-2,5.0,7.0,7.0,6.0,,,,False,True,True,False
2024,PES,Cyber Security,,Tier-2,5.0,7.0,7.0,6.0,,,,False,True,True,False
2024,PES,Data Science,,Tier-2,5.0,7.0,7.0,6.0,,,,False,True,True,False
2024,PES,Data And Business Intelligence,,Tier-2,5.0,7.0,7.0,6.0,,,,False,True,True,False
2024,PES,Collins Aerospace,Graduate Engineer Trainee,Tier-2,15000.0,,8.0,2.0,7.0,,,False,True,False,False
2024,PES,Pratt & Whitney,Graduate Engineer Trainee,Tier-2,15000.0,,8.0,1.0,7.0,,,False,True,False,False
