batch_year,college,source_file,company_name,job_role,placement_tier,internship_stipend,base_salary,total_ctc,num_offers_fte,num_offers_intern,num_offers_both,test_date,interview_date,ppt_date,additional_info,stocks_esops,joining_bonus,cgpa_cutoff,visit_date,oa_date,placement_type,num_offers_total,allows_ece,allows_mca,allows_mtech,has_internship,has_stocks,has_joining_bonus,salary_category,role_type,academic_year
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Commvault,Software Development Engineer,Tier-1,50000.0,,,,,,,,,,,,8.5,Aug 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Sap Labs,Dev,Tier-1,35000.0,,,,,,,,,,,,7.0,Aug 2024,,,,,,,True,False,False,,Other,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Sixt,Software Development Engineer - 1,Tier-1,40000.0,,,,,,,,,,,,8.65,Aug 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Signify Innovation Lab,Assistant Development Engineer,Tier-1,32000.0,,,,,,,,,,,,9.0,Aug 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Cynlr,Software Developer,Tier-1,30000.0,,,,,,,,,,,,7.75,Aug 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Inmobi,Software Development Engineer - 1,Tier-1,45000.0,,,,,,,,,,,,7.0,Aug 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Baxter Healthcare,Software Engineer - 1 (Digital),Tier-1,30000.0,,,,,,,,,,,,8.0,Aug 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Ge Healthcare,Edison Engineering Developer,Tier-1,40000.0,,,,,,,,,,,,7.0,Aug 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Hpe,Software Engineer (R&D),Tier-1,40000.0,,,,,,,,,,,,7.0,Sept 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Amadeus,Software Development Engineer - 1,Tier-1,30000.0,,,,,,,,,,,,7.5,Sept 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Ig Group,nan,Tier-1,,,,,,,,,,,,,8.5,Sept 2024,,,,,,,False,False,False,,Other,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Epsilon,Software Engineer,Tier-1,30000.0,,,,,,,,,,,,7.0,Sept 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Urban Company,Software Development Engineer - 1,Tier-1,50000.0,,,,,,,,,,,,8.0,Sept 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Superjoin,Engineering Explorer,Tier-1,30000.0,,,,,,,,,,,,7.0,Sept 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Oracle,Associate Application Developer,Tier-1,,,,,,,,,,,,,7.0,Sept 2024,,,,,,,False,False,False,,SDE-Core,2021-2025
2025,PES,PESU CSE Placements 2025 Batch - Tier 1.csv,Dish Networks,Engineer,Tier-1,25000.0,,,,,,,,,,,,8.5,Sept 2024,,,,,,,True,False,False,,SDE-Core,2021-2025
