batch_year,college,source_file,company_name,job_role,placement_tier,internship_stipend,base_salary,total_ctc,num_offers_fte,num_offers_intern,num_offers_both,test_date,interview_date,ppt_date,additional_info,stocks_esops,joining_bonus,cgpa_cutoff,visit_date,oa_date,placement_type,num_offers_total,allows_ece,allows_mca,allows_mtech,has_internship,has_stocks,has_joining_bonus,is_internship_record,fte_ctc,internship_stipend_monthly,salary_category,role_type,academic_year
2026,PES,Placement Scene _26 - Tier 2.csv,Hp,Transformation Intern,Tier-2,40000.0,,,,40000.0,,,,,Hiring for internship only with PBC,,,,,nan,,,,,,True,False,False,False,,40000.0,,Intern/Trainee,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Havells,Software Engineer,Tier-2,25000.0,,,,25000.0,,,,,nan,,,,,17/11/25,,,,,,True,False,False,False,,25000.0,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,7-Eleven,Associate Software Engineer,Tier-2,,,,,,,,,,"10 inclusive of fixed + variable, Additional 1.5 JB",,,,,nan,,,,,,False,False,False,False,,,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Hourglass,Patent Associate,Tier-2,,,,,,,,,,nan,,,,,27/10/25,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Insight Global Staffing Services,Software Engineer Trainee,Tier-2,,,,,,,,,,nan,,,,,24/10/25,,,,,,False,False,False,False,,,,SDE-ML/AI,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Pwc,Associate Engineer,Tier-2,35000.0,,,,35000.0,,,,,nan,,,,,nan,,,,,,True,False,False,False,,35000.0,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Phdata,Associate Engineer,Tier-2,,,,,,,,,,nan,,,,,10/11/25,,,,,,False,False,False,False,,,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Oracle (Ofss),Associate Consultant,Tier-2,,,,,,,,,,nan,,,,,08/11/25,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Itc Infotech,4 roles,Tier-2,15000.0,,,,15000.0,,,,,nan,,,,,nan,,,,,,True,False,False,False,,15000.0,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Hpe,IT Developer,Tier-2,30000.0,,,,30000.0,,,,,nan,,,,,29/10/25,,,,,,True,False,False,False,,30000.0,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Consecure Technologies,Software Engineer,Tier-2,20000.0,,,,20000.0,,,,,nan,,,,,06/11/25,,,,,,True,False,False,False,,20000.0,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Maersk Gsc India Pvt. Ltd,Data Analyst Intern,Tier-2,50000.0,,,,50000.0,,,,,Internship with PBC. Internship duration - 6 months to 1 Yr,,,,,nan,,,,,,True,False,False,False,,50000.0,,Data Analyst,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Winman,Software Engineer L2,Tier-2,15000.0,,,,15000.0,,,,,nan,,,,,nan,,,,,,True,False,False,False,,15000.0,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Leadsquared,nan,Tier-2,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Swiggy,SDE,Tier-2,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Secure Meters Limited,Graduate Engineer Trainee - Sales & Marketing,Tier-2,20000.0,,,,20000.0,,,,,ECE & EEE Only,,,,,nan,,,,,,True,False,False,False,,20000.0,,SDE-ML/AI,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Total Visited,27,Tier-2,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Highest Ctc,11.92,Tier-2,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Average Ctc,9.07625,Tier-2,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Median Ctc,9.66,Tier-2,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Wt. Average Ctc,TBD Error with formula,Tier-2,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 2.csv,Wt. Median Ctc,7.6,Tier-2,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 3.csv,Lti Mindtree,Graduate Engineer Trainee,Tier-3,,,,,,,,,,nan,,,,,20/09/2025,,,,,,False,False,False,False,,,,SDE-ML/AI,2022-2026
2026,PES,Placement Scene _26 - Tier 3.csv,Safran Engineering,nan,Tier-3,,,,,,,,,,nan,,,,,11/10/2025,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 3.csv,Winman,Software Engineer L1,Tier-3,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,SDE-Core,2022-2026
2026,PES,Placement Scene _26 - Tier 3.csv,Total Visited,3,Tier-3,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 3.csv,Highest Package,5,Tier-3,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 3.csv,Average Package,4.516666667,Tier-3,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
2026,PES,Placement Scene _26 - Tier 3.csv,Median Package,4.5,Tier-3,,,,,,,,,,nan,,,,,nan,,,,,,False,False,False,False,,,,Other,2022-2026
