Year,College,Company,Date_OA,Offline_Test,Tier,CTC_LPA,Base_LPA,Internship_Stipend_Monthly_INR,Role,Type,Total_Offers,CGPA_Cutoff,Allows_ECE,Allows_MCA,Allows_MTech_CS,Comments,Source_File
2025,PES,Kimberley Clark (Intern),25-10-2024,FALSE,Tier 2,,,25000,Graduate Engineering Traineer,Internship (PBC),,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,SimplyFi Softech(T3),08-11-2024,FALSE,Tier 3,4,,15000,Innovation Trainee & Innovation Engineer,FTE + Intern,,6,TRUE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,Hevo Data (Intern),26-10-2024,FALSE,Tier 1,,,50000,SDE Intern,Internship (PBC),,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Garett Motion (Intern),19-11-2024,FALSE,Tier 1,,,30000,"CyberSec, Engineer, IT",Internship (PBC),,8,FALSE,FALSE,FALSE,Came with 10 Openings,Cross-College companies info - PES.csv
2025,PES,Relx (Elsevier / LNLP) (T2),20-11-2024,FALSE,Tier 2,8,,,SDE 1,FTE,,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,L7 Informatics (T2),30-10-2024,FALSE,Tier 2,6.5,4,25000,,Internship (PBC),,8.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Gameberry,14-11-2024,FALSE,Tier 1,15,13,50000,SDE,FTE + Intern,,8.5,FALSE,FALSE,FALSE,Shortlisted 26 for Interview,Cross-College companies info - PES.csv
2025,PES,Consuma.ai,15-11-2024,FALSE,Tier 1,12,9,30000,SDE Backend Intern,FTE + Intern,,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Sun Life (T2),20-11-2024,FALSE,Tier 2,7,,,Graduate Engineer Trainee,FTE,4,7,FALSE,TRUE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Mphasis (T2),04-11-2024,FALSE,Tier 2,7,,20000,,FTE + Intern,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Amagi,06-11-2024,FALSE,Tier 1,18,15,,Product Software Engineer,FTE + Intern,3,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,AMD (Intern),06-11-2024,FALSE,Tier 1,,,34000,"SW, HW role",Internship (PBC),,7.5,FALSE,FALSE,FALSE,Shortlisted 3 for interview,Cross-College companies info - PES.csv
2025,PES,ShadowFox (Intern),14-11-2024,FALSE,Tier 2,8,,20000,SDE Intern,Internship (PBC),5,8,FALSE,FALSE,FALSE,Shortlisted 32 for writing Test,Cross-College companies info - PES.csv
2025,PES,Truva (Porch Technologies),14-11-2024,FALSE,Tier 1,23,13,60000,SDE Intern,Internship (PBC),,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,DeltaX,12-11-2024,FALSE,Tier 2,7,,7,Product Engineer,FTE + Intern,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,ClearTrip (Flipkart),09-11-2024,FALSE,Tier 1,32,18,100000,SDE1,FTE + Intern,2,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,LeadSquared (T2),04-12-2024,FALSE,Tier 2,12,,1200000,SDE Intern,FTE + Intern,,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Gigsky,05-12-2024,FALSE,Tier 1,15,7,40000,Software Engineer,FTE + Intern,,8,FALSE,FALSE,FALSE,Shortlisted 236 Students for test above 8 from 7,Cross-College companies info - PES.csv
2025,PES,Tech Mahindra (T3),08-12-2024,TRUE,Tier 3,,,325000,Graduate Engineer Trainee,FTE,,6.5,TRUE,TRUE,FALSE,Shortlisted 360+ for Test,Cross-College companies info - PES.csv
2025,PES,Columbia Sportswear Company (T2),10-12-2024,FALSE,Tier 2,6,5,,Software Engineer Trainee,FTE,,7,FALSE,FALSE,FALSE,Shortlisted 35 for Interview,Cross-College companies info - PES.csv
2025,PES,Cubic Logics Company,26-11-2024,TRUE,Tier 2,6,4.5,15000,SDE,FTE + Intern,,7,TRUE,TRUE,FALSE,Shortlisted 37 for Interview,Cross-College companies info - PES.csv
2025,PES,Zynga Game Network,29-11-2024,FALSE,Tier 1,,,80000,SDE Intern,Internship (PBC),,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Logik.io,29-11-2024,FALSE,Tier 1,12,,35000,SDE,FTE + Intern,,,TRUE,TRUE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Aptos (Intern),11-11-2024,FALSE,,,,,SDE,Internship (PBC),,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Moenage India Pvt Ltd,03-12-2024,FALSE,Tier 1,,,50000,,Internship (PBC),,8.1,FALSE,FALSE,FALSE,Shortlisted 15 for Interview,Cross-College companies info - PES.csv
2025,PES,Zeta,30-11-2024,TRUE,Tier 1,,,60000,SDE Intern,Internship (PBC),,8,TRUE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Oracle Financial Services,20-11-2024,FALSE,Tier 2,9,,50000,Associate Consultant / Cloud Analyst,FTE + Intern,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Infoblox,18-11-2024,FALSE,Tier 2,,,35000,Apprentice,Internship (PBC),15,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Bizom,22-11-2024,FALSE,Tier 2,7,,700000,Sales Development Representative,FTE + Intern,4,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Zanskar,19-11-2024,FALSE,Tier 2,,,40000,SDE Intern,Internship (PBC),,8.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,UST,19-11-2024,FALSE,Tier 2,10,,1000000,,FTE,,6,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,HourGlass,19-11-2024,FALSE,Tier 2,7,,20000,Patent Associate,FTE + Intern,1,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,PhData,14-11-2024,TRUE,Tier 2,10,,,,FTE,20,,FALSE,TRUE,FALSE,"Hired 10 from CS, 10 from MCA each, Shortlisted 46 for interview",Cross-College companies info - PES.csv
2025,PES,AT&T,20-11-2024,FALSE,Tier 1,14,,50000,Senior Associate,FTE + Intern,,8,FALSE,FALSE,FALSE,Shortlisted 35 for Interview,Cross-College companies info - PES.csv
2025,PES,Surveyaan,20-11-2024,FALSE,Tier 2,7,,20000,Software Eng Intern,Internship (PBC),,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Altair India,05-12-2024,TRUE,Tier 2,,,30000,Intern,Internship (PBC),2,6,TRUE,TRUE,TRUE,Shortlisted 36 for Interview,Cross-College companies info - PES.csv
2025,PES,EMIDS,22-12-2024,FALSE,Tier 2,6,,,Associate Software Engineer,FTE,,7,FALSE,FALSE,FALSE,Shortlisted 53 for Test. Further Shortlisted 6 for Interview in their Office,Cross-College companies info - PES.csv
2025,PES,MakeMyTrip,21-11-2024,FALSE,Tier 1,22,12,50000,Software Engineer,FTE + Intern,2,7,FALSE,FALSE,FALSE,Shortlisted 42 for Interview,Cross-College companies info - PES.csv
2025,PES,Apple Internship (AppleCare Team),21-11-2024,FALSE,Tier 1,,,80000,Software Eng & ML Intern,Internship (PBC),,9,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,EPAM,23-11-2024,FALSE,Tier 2,8,,45000,Jr Software Engineer,FTE + Intern,,7,FALSE,TRUE,FALSE,,Cross-College companies info - PES.csv
2025,PES,GW DeepConnect (GoWarm.ai) (T2),05-12-2024,TRUE,Tier 2,6,3,20000,Software Engineer Intern,FTE + Intern,,7.5,FALSE,FALSE,FALSE,Shortlisted 28 for 1st Round Inteview. Then Shortlisted 6 for Final Round,Cross-College companies info - PES.csv
2025,PES,Walmart Global Tech (Intern),22-11-2024,FALSE,Tier 1,,,100000,CyberSec Intern,Internship (PBC),,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,O9 Solutions,04-12-2024,FALSE,Tier 2,7,,30000,SDET,Internship (PBC),,7,FALSE,FALSE,FALSE,Shortlisted 14 for Interview,Cross-College companies info - PES.csv
2025,PES,WNS Vurram,22-11-2024,FALSE,Tier 2,8,,25000,Associate Technical Consultant,FTE + Intern,,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,KPMG Global Services,03-12-2024,FALSE,Tier 2,,,20000,Consulting Intern,Internship (PBC),16,6,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Ather Energy,22-11-2024,FALSE,Tier 1,,,30000,Ride Experience Analyst Intern (Product Role),Internship (PBC),,,FALSE,FALSE,FALSE,Shortlisted 53 for Test,Cross-College companies info - PES.csv
2025,PES,Cimpress India (Diversity Hiring) (Remote),24-11-2024,FALSE,Tier 1,,12,45000,Software Engineer Intern,Internship (PBC),,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Udaan,07-01-2025,FALSE,Tier 1,,,55000,SDE Intern,Internship (PBC),4,7,TRUE,FALSE,FALSE,Shortlisted 19 for Interview,Cross-College companies info - PES.csv
2025,PES,GuideWire (Intern),12-11-2024,FALSE,Tier 1,,,50000,Product Security Intern (CyberSec),Internship (PBC),1,8,FALSE,FALSE,FALSE,5 Shortlisted for Interview,Cross-College companies info - PES.csv
2025,PES,Azentio,29-11-2024,FALSE,Tier 2,10,,50000,SDET - QA Intern,Internship (PBC),,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,DealShare,05-12-2024,FALSE,Tier 1,,13,50000,SDE,FTE + Intern,8,,FALSE,FALSE,FALSE,Shortlisted 17 for Interview,Cross-College companies info - PES.csv
2025,PES,GuideWire (Intern),27-11-2024,FALSE,Tier 1,,,50000,SecOps Intern,Internship (PBC),,7.5,FALSE,FALSE,FALSE,"People with Strong CyberSec background was req, Shortlisted x for Interview",Cross-College companies info - PES.csv
2025,PES,Palo Alto Networks,29-11-2024,FALSE,Tier 1,,14,100000,"SE, Business System Analyst (FinOps)",Internship (PBC),,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,McKesson Compile,19-12-2024,FALSE,Tier 1,15,,60000,SDE Intern (Data Engineering Team),FTE + Intern,2,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,3rdiTech Inc,12-02-2024,FALSE,Tier 2,,,25000,Student Intern,Internship (PBC),,,FALSE,FALSE,FALSE,(2 Openings),Cross-College companies info - PES.csv
2025,PES,Black Buck,04-12-2024,FALSE,Tier 2,7,,30000,,FTE + Intern,,8,FALSE,FALSE,FALSE,Shortlisted 45 for PPT/Test,Cross-College companies info - PES.csv
2025,PES,SecPod,02-12-2024,FALSE,Tier 2,6,,25000,Test Automation Engineer,FTE + Intern,,,FALSE,FALSE,FALSE,Shortlisted 40 PPL for interview,Cross-College companies info - PES.csv
2025,PES,Harman Connected Services (Remote),04-12-2024,FALSE,Tier 2,,,40000,Global Internship Program,Internship (PBC),,8,FALSE,FALSE,FALSE,Shortlisted 13 for Interview,Cross-College companies info - PES.csv
2025,PES,F5 Innovations,05-12-2024,FALSE,Tier 1,20,,75000,QA Engineer,FTE + Intern,6,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Harman (T3),06-12-2024,FALSE,Tier 2,5.5,,25000,,FTE + Intern,,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,JSW,07-12-2024,FALSE,Tier 2,8,6,,Graduate Engineer Trainee,FTE,,6,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Drongoai.com,07-12-2024,FALSE,Tier 2,,,30000,Intern,Internship (PBC),,,TRUE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,Koeber Supply Chain Software,16-12-2024,FALSE,Tier 1,13,11,50000,"SE Intern, Support Eng Intern",Internship (PBC),10,7.9,FALSE,FALSE,FALSE,Shortlisted 13 people for Interview,Cross-College companies info - PES.csv
2025,PES,Akamai Technologies,,FALSE,Tier 1,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Binocs.co,09-12-2024,FALSE,Tier 2,11,,1100000,"ML Intern, Product Designer, Product Manager",Internship (PBC),,3,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Sandvine,,FALSE,Tier 1,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,BlueBird (T2),16-12-2024,FALSE,Tier 2,10,,1000000,Software (Android & Gen),FTE + Intern,,7,FALSE,TRUE,FALSE,Shortlisted 70 for hiring process,Cross-College companies info - PES.csv
2025,PES,Commonwealth Bank of Australia,19-12-2024,FALSE,Tier 1,12,,,Graduate Software Engineer,FTE,9,8,FALSE,FALSE,FALSE,Shortlisted 43 for Interview,Cross-College companies info - PES.csv
2025,PES,Target,14-01-2025,FALSE,Tier 1,,,30000,Apprentice Tech,Internship (PBC),,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,AB InBev,20-01-2025,FALSE,Tier 2,,,30000,Intern,Internship (PBC),,7.1,FALSE,FALSE,FALSE,"Shortlisted 130 for Test, Shortlisted 21 for GD",Cross-College companies info - PES.csv
2025,PES,Mutiplier,,FALSE,,20,15,80000,Software Engineer Intern,Internship (PBC),3,7,FALSE,FALSE,FALSE,Shortlisted 99 for test.,Cross-College companies info - PES.csv
2025,PES,Swiggy,03-01-2025,FALSE,Tier 1,,,40000,Engineering Intern,Internship (PBC),11,7,FALSE,FALSE,FALSE,"Shortlisted 58 for Interview, Then selected 11 partially from the List, Will later Hire more",Cross-College companies info - PES.csv
2025,PES,4Good.ai,,FALSE,Tier 2,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,PeopleBox,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Allo Health,15-12-2024,TRUE,Tier 1,,,30000,SE Intern,Internship (PBC),,,FALSE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,KeySight,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Emplay Analytics Inc,16-12-2024,FALSE,Tier 2,8,,20000,Associate Data Scientist,FTE + Intern,,8,FALSE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,MatreComm Technologies,23-12-2024,FALSE,Tier 2,,,25000,Software Engineer - C++,Internship (PBC),,7,FALSE,FALSE,FALSE,"26 Students were selected for Assignment round. Assignment was given which was supposed to be completed in 7 days, which will be evaluated to give final offers",Cross-College companies info - PES.csv
2025,PES,Alcon,17-12-2024,FALSE,Tier 2,,,25000,Intern - IT & Digital Health,Internship (PBC),,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,CashFree Payment,17-12-2024,FALSE,Tier 2,11,,42000,Devops Engineer 1,Internship (PBC),,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Industry Cover,19-12-2024,FALSE,Tier 2,,,15000,Business Development Intern,Internship (PBC),,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Rapido,03-01-2024,FALSE,Tier 1,18,15,,Backend Engineer,FTE,,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Think41,22-12-2024,FALSE,Tier 2,7,,700000,Full Stack Engineer,FTE + Intern,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Arcesium,06-01-2024,FALSE,Tier 1,,,100000,SRE,Internship (PBC),4,8,FALSE,FALSE,FALSE,Shortlisted 150 for Internship,Cross-College companies info - PES.csv
2025,PES,KPMG Global Services,24-12-2024,FALSE,Tier 2,5,,,TRM Analyst (Risk Services),FTE,,6,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Amuse Labs,24-12-2024,FALSE,Tier 1,,,40000,SDE Intern,Internship (PBC),,8.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,RL & C Technologies Private Limited,,FALSE,,,,,,,,7.5,TRUE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,Nike ITC,26-12-2024,FALSE,Tier 1,,,75000,Data Engineer Intern,Internship (PBC),,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,CARIAD (Embitel Techn - Volkswagon Group),20-12-2024,FALSE,Tier 2,8,,30000,Trainee Engineer,FTE + Intern,,7.1,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,SuperLeap,27-12-2024,FALSE,Tier 2,11,6,25000,Technical Product Analyst Intern,Internship (PBC),,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Bitgo,28-12-2024,FALSE,Tier 1,,15,40000,SDE,FTE + Intern,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,BigEndian Semiconductor,30-12-2024,FALSE,Tier 1,,,25000,Software Engineer Intern,Internship (PBC),,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Qest,30-12-2024,TRUE,Tier 1,12,7,30000,Software Engineer,FTE + Intern,,,FALSE,FALSE,FALSE,Shortlisted 12 for Interview,Cross-College companies info - PES.csv
2025,PES,Juniper Networks,06-01-2024,FALSE,Tier 1,,,40000,MIST(AIDE) Internship,Internship (PBC),,,FALSE,FALSE,FALSE,Shortlised 50 people for Test. Shortlisted 6 for Interview,Cross-College companies info - PES.csv
2025,PES,Ascedion,22-12-2024,FALSE,Tier 3,4,,,,FTE,,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Tesco (offCampus) (Female) (ALL India),13-01-2025,FALSE,Tier 1,18,,300000,Diverse Graduate Hiring - Women in Tech Program,FTE,,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,e-Litmus,20-12-2024,FALSE,Tier 1,12,,1200000,Software Developer,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Victoria Secrets,01-01-2025,FALSE,Tier 2,,,45000,Data Scientist Intern,Internship (PBC),,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Pratt & Collins (Collins Aerospace),01-01-2025,FALSE,Tier 2,,,20000,"MRO, Electrification Intern",Internship (PBC),,,FALSE,TRUE,TRUE,Shortlisted 26 for interview,Cross-College companies info - PES.csv
2025,PES,GKN Aerospace,05-01-2025,FALSE,Tier 2,10,,,Graduate Engineer Trainee,FTE,,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,ABB,,FALSE,Tier 2,10,,1000000,Analytics Team - Associate Software Engineer,FTE,,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Akamai Technologies (Intern),,FALSE,Tier 1,,14,800000,SWE - IT/DevOps Team,FTE + Intern,,8.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Gomarble.ai (T2),,FALSE,Tier 2,10,,30000,AI Engineer,FTE + Intern,,,FALSE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,Tsalla Aerospace (T2),,FALSE,Tier 3,5,,500000,Junior Engineer,FTE + Intern,,6,TRUE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,MicroLand (T3),,FALSE,Tier 3,4,,,Engineering Trainee,FTE,,6,TRUE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,HCL Tech (T3),,FALSE,Tier 3,4,,,Graduate Engineer Trainee,FTE,,7,TRUE,FALSE,FALSE,Shortlisted 38 for interview,Cross-College companies info - PES.csv
2025,PES,KPMG Global Services (T2),09-01-2024,FALSE,Tier 2,,,20000,Consulting Intern,Internship (PBC),,,TRUE,FALSE,FALSE,Shortlised 23 People (on Some Unknown Criteria) who are still Unplaced for direct Interview. Role as unkownn as of now. Speculating it to be the same one which happened on 3rd Dec,Cross-College companies info - PES.csv
2025,PES,Thinkinnov Solution Technologies (T2),01-09-2025,TRUE,Tier 2,,,10000,,Internship (PBC),,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Greenway Health India,01-10-2025,FALSE,Tier 2,6,,40000,,Internship (PBC),,6,TRUE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,WebKnot Technologies,01-11-2025,TRUE,Tier 2,7,6,15000,,FTE + Intern,,6,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Mutiplier,01-10-2025,FALSE,Tier 1,20,15,80000,Associate Product Manager,Internship (PBC),,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Digital.ai,01-11-2025,FALSE,Tier 2,8,,25000,Intern.,Internship (PBC),,7.5,FALSE,TRUE,TRUE,,Cross-College companies info - PES.csv
2025,PES,KreditBee,01-11-2025,FALSE,Tier 2,7,,25000,Intern,Internship (PBC),,8,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Serko,14-01-2025,FALSE,Tier 1,21,,50000,SDE,FTE + Intern,,6,TRUE,TRUE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Candescent,14-01-2025,FALSE,Tier 1,12,,30000,"Dev, QA, Devops",FTE + Intern,,7,TRUE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Raga.ai,13-01-2025,FALSE,Tier 2,,,20000,,Internship (PBC),,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Wokelo.ai,01-09-2025,FALSE,Tier 1,17,,25000,Data Scientist Intern,Internship (PBC),,7.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Rakuten India,17-01-2025,TRUE,Tier 2,,,30000,,Internship (PBC),,7,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Media.net,16-01-2025,FALSE,Tier 2,8,,,Web Application Developer,FTE,,6,TRUE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,My Yoga Teacher,16-01-2025,FALSE,Tier 3,3.6,,30000,SE Intern,Internship (PBC),,6.5,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,Tredence,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,WNS Analytics,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,JAR App,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,KGS,,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,Cross-College companies info - PES.csv
2025,PES,PPOs (Summer Internship),,,,,,,Offers Made (after Intern Work),,,,,,,,Cross-College companies info - PES.csv
2025,PES,HPE (Catch Them Young - CTY),,,,17.5,12,,12 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,JPMC (thru Hackathon),,,,19.3,13,,7 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Arista,,,,19.5,16,,4 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Morgan Stanley,,,,29.48,13,,4 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Dover,,,,13,11,,1 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,GoldmanSachs,,,,,,,1 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,G2,,,,15,,,1 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Fidelity,,,,12,10,,3 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Akamai,,,,18,12,,5 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,UPL,,,,10,,,1 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Bosch,,,,,,,,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Microsoft,,,,32,,,1 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Expedia,,,,31,15,,6 FTE,,,,,,,,Cross-College companies info - PES.csv
2025,PES,Total (PPO offers),,,,,,,46,,,,,,,,Cross-College companies info - PES.csv
2025,PES,FINAL,,,,,,,888,,,,,,,,Cross-College companies info - PES.csv
